article_id,publication_year,journal_name,title,classification,classification_note,matched_rules,baseline_or_bau_signal,stress_case_signal,high_emissions_signal,projection_signal,default_future_signal,core_terms,manual_review_status,manual_review_notes
https://openalex.org/W2061137851,2014,Environmental Research Letters,Are climate model simulations useful for forecasting precipitation trends? Hindcast and synthetic-data experiments,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2048089440,2014,Environmental Research Letters,Assessment of CMIP5 climate models and projected temperature changes over Northern Eurasia,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2160521142,2014,Environmental Research Letters,Global assessment of agreement among streamflow projections using CMIP5 model outputs,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2105117295,2014,Environmental Research Letters,Global crop yield response to extreme heat stress under multiple climate change futures,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2008008346,2014,Environmental Research Letters,Impacts of climate extremes on gross primary production under global warming,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2106868533,2014,Environmental Research Letters,Influence of projected Arctic sea ice loss on polar stratospheric ozone and circulation in spring,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2057048037,2014,Environmental Research Letters,Sensitivity of ocean acidification and oxygen to the uncertainty in climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2118420853,2014,Environmental Research Letters,Todayʼs virtual water consumption and trade under future water scarcity,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2145360866,2014,Environmental Research Letters,Upper limit for sea level projections by 2100,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2571536115,2014,Weather Climate and Society,Climate Change and the Impact of Extreme Temperatures on Aviation,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2128351874,2015,Climatic Change,Avoided climate impacts of urban and rural heat and cold waves over the U.S. using large climate model ensembles for RCP8.5 and RCP4.5,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2100221950,2015,Climatic Change,Climate change implications in the northern coastal temperate rainforest of North America,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W1878315744,2015,Earth s Future,High‐resolution dynamically downscaled projections of precipitation in the mid and late 21st century over North America,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2197426589,2015,Environmental Research Letters,Additional contributions to CMIP5 regional sea level projections resulting from Greenland and Antarctic ice mass loss,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W1630534919,2015,Environmental Research Letters,Climate change impacts on agriculture in 2050 under a range of plausible socioeconomic and emissions scenarios,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85,not_reviewed,
https://openalex.org/W2214561653,2015,Environmental Research Letters,Facing unprecedented drying of the Central Andes? Precipitation variability over the period AD 1000–2100,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2099536556,2015,Environmental Research Letters,Importance of vegetation dynamics for future terrestrial carbon cycling,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W2109996743,2015,Environmental Research Letters,Net exchanges of methane and carbon dioxide on the Qinghai-Tibetan Plateau from 1979 to 2100,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,radiative_forcing;rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2104552954,2015,Environmental Research Letters,Nitrogen and phosphorous limitation reduces the effects of land use change on land carbon uptake or emission,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2007587277,2015,Environmental Research Letters,On the evaluation of climate model simulated precipitation extremes,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85,not_reviewed,
https://openalex.org/W1605434787,2015,Environmental Research Letters,Potential increasing dominance of heterotrophy in the global ocean,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W1474445628,2015,Environmental Research Letters,Rate and velocity of climate change caused by cumulative carbon emissions,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2180019902,2015,Environmental Research Letters,Sensitivity of carbon budgets to permafrost carbon feedbacks and non-CO <sub>2</sub> forcings,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2037372434,2015,Environmental Research Letters,The impacts of future climate and carbon dioxide changes on the average and variability of US maize yields under two emission scenarios,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal;default_future_signal,False,False,True,True,True,rcp85,not_reviewed,
https://openalex.org/W2174232425,2015,Environmental Research Letters,Top ten European heatwaves since 1950 and their occurrence in the coming decades,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2110047381,2015,Environmental Research Letters,Twenty first century climatic and hydrological changes over Upper Indus Basin of Himalayan region of Pakistan,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W1689307259,2015,Global Environmental Change,Ensemble flood risk assessment in Europe under high end climate scenarios,stress_case_clear,"Explicitly frames RCP8.5 as a stress case, worst case, high-end, upper-bound, extreme, pessimistic, or severe scenario.",stress_case_signal;projection_signal,False,True,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2337189231,2016,Climatic Change,A comparison of U.S. precipitation extremes under RCP8.5 and RCP4.5 with an application of pattern scaling,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",,False,False,False,False,False,rcp85,not_reviewed,
https://openalex.org/W2281513836,2016,Climatic Change,Benefits of mitigation for future heat extremes under RCP4.5 compared to RCP8.5,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",,False,False,False,False,False,rcp85,not_reviewed,
https://openalex.org/W2277868017,2016,Climatic Change,Future risk of record-breaking summer temperatures and its mitigation,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2510316439,2016,Climatic Change,Projections of climate change impacts on central America tropical rainforest,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2257728168,2016,Climatic Change,Simulated differences in 21st century aridity due to different scenarios of greenhouse gases and aerosols,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2337173660,2016,Climatic Change,Strongly increasing heat extremes in the Middle East and North Africa (MENA) in the 21st century,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal,True,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2419535481,2016,Climatic Change,The relative importance of climate change and population growth for exposure to future extreme droughts,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal;default_future_signal,False,False,True,True,True,rcp85,not_reviewed,
https://openalex.org/W2385247053,2016,Environmental Research Letters,Climate change and projections for the Barents region: what is expected to change and what will stay the same?,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2320944445,2016,Environmental Research Letters,Historically hottest summers projected to be the norm for more than half of the world’s population within 20 years,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2287019727,2016,Environmental Research Letters,How will climate change affect wildland fire severity in the western US?,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2520104762,2016,Environmental Research Letters,Impacts devalue the potential of large-scale terrestrial CO <sub>2</sub> removal through biomass plantations,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal,True,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2561433664,2016,Environmental Research Letters,Investigating the climate impacts of urbanization and the potential for cool roofs to counter future climate change in Southern California,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2515565907,2016,Environmental Research Letters,Monte Carlo modelling projects the loss of most land-terminating glaciers on Svalbard in the 21st century under RCP 8.5 forcing,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2528818116,2016,Environmental Research Letters,The sea level response to ice sheet freshwater forcing in the Community Earth System Model,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2367931643,2016,Environmental Research Letters,When will unusual heat waves become normal in a warming Africa?,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2508171124,2016,Global Environmental Change,Fossil-fueled development (SSP5): An energy and resource intensive scenario for the 21st century,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;stress_case_signal;projection_signal;default_future_signal,True,True,False,True,True,radiative_forcing;rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2751583757,2017,Climate Risk Management,"Climate change and population growth impacts on surface water supply and demand of Addis Ababa, Ethiopia",high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85,not_reviewed,
https://openalex.org/W2745093660,2017,Climate Risk Management,Evaluating the impact of future climate change on irrigated maize production in Kansas,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2769371650,2017,Climate Risk Management,"Predicting climate change impacts on the distribution of the threatened Garcinia indica in the Western Ghats, India",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2727859767,2017,Climatic Change,Climate change vulnerability assessment of forests in the Southwest USA,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2589291790,2017,Climatic Change,Estimating wildfire response costs in Alaska’s changing climate,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2610638091,2017,Climatic Change,Towards a balanced view of Arctic shipping: estimating economic impacts of emissions from increased traffic on the Northern Sea Route,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2751373483,2017,Climatic Change,Tropical semi-arid regions expanding over temperate latitudes under climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2609256982,2017,Earth s Future,Diagnosing phosphorus limitations in natural terrestrial ecosystems in carbon cycle models,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2775588074,2017,Earth s Future,Evolving Understanding of Antarctic Ice‐Sheet Physics and Ambiguity in Probabilistic Sea‐Level Projections,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal;default_future_signal,False,False,True,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2750631453,2017,Earth s Future,Future Reef Growth Can Mitigate Physical Impacts of Sea‐Level Rise on Atoll Islands,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2765961687,2017,Earth s Future,Recent Very Hot Summers in Northern Hemispheric Land Areas Measured by Wet Bulb Globe Temperature Will Be the Norm Within 20 Years,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2592949530,2017,Environmental Research Letters,"Assessing climate change impacts, benefits of mitigation, and uncertainties on major global forest regions under multiple socioeconomic and emissions scenarios",baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal;default_future_signal,True,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2576969572,2017,Environmental Research Letters,Bounding probabilistic sea-level projections within the framework of the possibility theory,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2770247507,2017,Environmental Research Letters,Climate change projections of boreal summer precipitation over tropical America by using statistical downscaling from CMIP5 models,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W2763286652,2017,Environmental Research Letters,Corrigendum: Bounding sea level projections within the framework of the possibility theory <i>Environ. Res. Lett.</i> (2017 <b>12</b> 014012),ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2765130422,2017,Environmental Research Letters,"Heat wave exposure in India in current, 1.5 °C, and 2.0 °C worlds",baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal;default_future_signal,True,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2411760869,2017,Environmental Research Letters,Negative impacts of climate change on cereal yields: statistical evidence from France,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2765085931,2017,Environmental Research Letters,Seasonal cycles enhance disparities between low- and high-income countries in exposure to monthly temperature emergence with future warming,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2775480501,2017,Environmental Research Letters,Temperature and humidity based projections of a rapid rise in global heat stress exposure during the 21st century,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2755179771,2017,Environmental Research Letters,The role of humidity in determining scenarios of perceived temperature extremes in Europe,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2754011544,2017,Nature Climate Change,Increased costs to US pavement infrastructure from future temperature rise,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2750310858,2017,Regional Environmental Change,From past to future: impact of climate change on range shifts and genetic diversity patterns of circumboreal plants,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2791545891,2018,Climate Risk Management,Distributed probability of slope failure in Thailand under climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2895196470,2018,Climatic Change,"Assessment of projected agro-climatic indices over Awun river basin, Nigeria for the late twenty-first century",baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal;default_future_signal,True,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2800124768,2018,Climatic Change,Indices of Canada’s future climate for general and agricultural adaptation applications,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2890350582,2018,Climatic Change,The fate of Lake Baikal: how climate change may alter deep ventilation in the largest lake on Earth,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2799638489,2018,Earth s Future,Assessing the Impacts of Extreme Agricultural Droughts in China Under Climate and Socioeconomic Changes,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W4253415501,2018,Earth s Future,Cover and Masthead,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",,False,False,False,False,False,rcp85,not_reviewed,
https://openalex.org/W2807091797,2018,Earth s Future,Effective Radiative Forcing and Climate Response to Short‐Lived Climate Pollutants Under Different Scenarios,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2896524764,2018,Earth s Future,Future Global Soil Respiration Rates Will Swell Despite Regional Decreases in Temperature Sensitivity Caused by Rising Temperature,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2803564785,2018,Earth s Future,Long‐Term Changes in Global Socioeconomic Benefits of Flood Defenses and Residual Risk Based on CMIP5 Climate Models,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2788809438,2018,Earth s Future,Quantifying and Comparing Effects of Climate Engineering Methods on the Earth System,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2794272113,2018,Earth s Future,Regional Climate Impacts of Stabilizing Global Warming at 1.5 K Using Solar Geoengineering,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2802362369,2018,Environmental Research Letters,21st century tundra shrubification could enhance net carbon uptake of North America Arctic tundra under an RCP8.5 climate trajectory,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2793158445,2018,Environmental Research Letters,Balancing trade-offs between ecosystem services in Germany’s forests under climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2888863561,2018,Environmental Research Letters,Changing the retention properties of catchments and their influence on runoff under climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2786140770,2018,Environmental Research Letters,Climate and health implications of future aerosol emission scenarios,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,radiative_forcing;rcp85;representative_concentration_pathway,not_reviewed,
