"path","title","section","date","imported","featured","start_here_direct","collection_start_here","featured_collection_member","priority_score","severity_score","cleanup_score","batch","risk_tier","status","manual_review","has_medium_cta","has_author_note","has_embed_remnants","has_encoding_damage","has_manual_bullets","has_pseudo_headings","has_source_dump","has_duplicated_title","has_separator_residue"
"essays/etfs-and-market-concentration.md","ETFs and Market Concentration","essays","2024-12-14","True","False","False","False","True","18","6","24","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","False"
"essays/explaining-mutually-exclusive-and-collectively-exhaustive-where-did-my-paycheck-go.md","Explaining Mutually Exclusive and Collectively Exhaustive ~ Where Did My Paycheck Go?","essays","2025-12-01","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","True"
"essays/federalism-in-modern-american-society.md","Federalism in Modern American Society","essays","2024-12-09","True","False","False","False","True","18","0","18","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/flash-flood-alley-why-flash-floods-kill.md","Flash Flood Alley: Why Flash Floods Kill","essays","2025-07-17","True","False","False","False","True","23","12","35","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","True","False","True","True","False","False","True"
"essays/generation-inflation.md","Generation Inflation","essays","2024-12-25","True","False","False","False","True","18","13","31","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","True","True","False","True","False"
"essays/household-and-individual-wealth-in-america.md","Household and Individual Income in America","essays","2024-12-14","True","False","False","False","True","18","6","24","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","False"
"essays/how-american-farm-labor-is-set-to-evolve.md","How American Farm Labor is Set to Evolve…","essays","2025-01-11","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/how-did-mother-become-a-controversial-word-in-america.md","How did “Mother” Become a Controversial Word in America?","essays","2026-02-24","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/how-senate-republicans-handle-trumps-ukraine-rhetoric-without-losing-maga-support.md","How Senate Republicans Handle Trump’s Ukraine Rhetoric Without Losing MAGA Support","essays","2025-02-20","True","False","False","False","True","23","10","33","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","True","False"
"essays/how-tucson-az-plans-for-water-scarcity.md","How Tucson, AZ Plans for Water Scarcity","essays","2025-09-22","True","False","False","False","True","23","5","28","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","False","False","False","True"
"essays/in-the-image-of-god.md","In The Image of God","essays","2026-01-23","True","False","False","True","True","48","5","53","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","False","True","False","False","True"
"essays/inflation-myths-why-private-banks-not-just-government-spending-drive-prices-up.md","Inflation Myths: Why Private Banks, Not Just Government Spending, Drive Prices Up","essays","2025-03-15","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/iran-fires-missiles-at-u-s-base-in-qatar-what-just-happened.md","Iran Fires Missiles at U.S. Base in Qatar — What Just Happened?","essays","2025-06-23","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/is-doge-legal.md","Is DOGE Legal?","essays","2025-02-17","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","True","False","False"
"essays/is-trump-seriously-asking-for-ukraines-mineral-rights-or-is-this-just-a-distraction.md","Is Trump Seriously Asking for Ukraine’s Mineral Rights — Or Is This Just a Distraction?","essays","2025-02-22","True","False","False","False","True","23","9","32","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","False","True","True","False","False"
"essays/its-hard-to-condemn-what-doge-is-doing.md","It’s Hard to Condemn what DOGE is Doing","essays","2025-02-13","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/its-tough-to-weigh-short-term-costs-against-what-people-perceive-as-low-probability-events.md","It’s tough to weigh short term costs against what people perceive as low probability events.","essays","2025-08-12","True","False","False","False","True","23","8","31","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","True","False","False","False","True","False","True"
"essays/jack-stratton-and-the-vulfpeck-model.md","How Jack Stratton Hacked the Music Industry with Funk, Friends, and Irresistible Groove","essays","2025-05-28","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/june-27-2025-scotus-set-to-close-its-term-with-major-decisions.md","June 27, 2025 — SCOTUS Set to Close Its Term with Major Decisions","essays","2025-06-27","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/labor-force-participation-trends-in-modern-american-society.md","Labor Force Participation Trends in Modern American Society","essays","2024-12-11","True","False","False","False","True","18","6","24","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","False"
"essays/let-it-crash-the-opportunity-of-a-lifetime.md","Let It Crash: The Opportunity of a Lifetime","essays","2025-04-16","True","False","False","False","True","23","10","33","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","True","True","False","False","False"
"essays/life-is-a-bull-market.md","Life Is a Bull Market","essays","2026-02-16","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/literacy-in-the-united-states-and-the-world.md","Literacy in The United States and The World","essays","2024-12-16","True","False","False","False","True","18","0","18","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/make-fighter-jets-great-again-introducing-the-f-47.md","Make Fighter Jets Great Again: Introducing the F-47","essays","2025-03-23","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/mcdonalds-faces-week-long-boycott-june-24-2025.md","McDonald’s Faces Week‑Long Boycott","essays","2025-06-24","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/metas-ai-ambitions-the-future-of-intelligence-or-an-alignment-crisis.md","Meta’s AI Ambitions: The Future of Intelligence or an Alignment Crisis?","essays","2025-02-01","True","False","False","False","True","23","10","33","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","True","True","False","False","False"
"essays/mingo-county-mud-in-the-water.md","Mingo County: Mud in the Water","essays","2025-03-24","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/moral-momentum.md","Moral Momentum","essays","2025-04-18","True","False","False","False","True","23","10","33","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","True","False"
"essays/natural-asset-companies.md","Natural Asset Companies","essays","2024-12-12","True","False","False","False","True","18","9","27","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","True","False"
"essays/nietzsche-vs-simulation-theory-why-the-nature-of-reality-real-or-not-doesnt-matter.md","Nietzsche vs. Simulation Theory: Why the Nature of Reality (Real or Not) Doesn’t Matter","essays","2025-03-05","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion.md","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","essays","2025-05-17","True","False","False","False","True","23","11","34","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","True","False","False","False","True","True","True"
"essays/pope-leo-xiv-from-chicago-altar-boy-to-the-chair-of-saint-peter.md","Who Is Pope Leo XIV? Chicago-Born Priest Becomes First American Pope","essays","2025-07-10","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/pornography-the-modern-secular-state-religion-and-american-morality.md","The Rise of Pornography and the Fall of Morality","essays","2025-12-26","True","False","False","False","True","23","12","35","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","True","False","False","True","False","False","False","True"
"essays/presidential-elections.md","Presidential Elections","essays","2024-12-09","True","False","False","False","True","18","9","27","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","True","False"
"essays/public-vs-private-pay-who-really-earns-more.md","Public vs Private Pay: Who Really Earns More?","essays","2025-08-19","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","True"
"essays/rational-ignorance-in-the-u-s-presidential-electorate.md","Rational Ignorance in the U.S. Presidential Electorate","essays","2024-12-09","True","False","False","False","True","18","0","18","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/rethinking-coastal-retreat.md","Rethinking Coastal Retreat","essays","2024-12-15","True","False","False","False","True","18","10","28","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","True","True","False","False","False"
"essays/rethinking-invasive-species-management.md","Rethinking Invasive Species Management in Florida","essays","2025-05-15","True","False","False","False","True","23","10","33","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","True","False","True"
"essays/risk-management-vs-risk-analysis-whats-the-difference.md","Risk Management vs Risk Analysis: What’s the Difference?","essays","2025-09-01","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","False","False","False","False"
"essays/russias-slow-surrender-how-china-is-turning-putin-s-war-into-a-power-play.md","Russia’s Slow Surrender: How China is Turning Putin’s War into a Power Play","essays","2025-03-08","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/standard-of-living-vs-quality-of-life-what-the-numbers-miss.md","Standard of Living vs. Quality of Life: What the Numbers Miss","essays","2025-05-12","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/synthetic-reasoning.md","Synthetic Reasoning","essays","2025-01-29","True","False","False","True","True","58","0","58","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/tariffs-protectionism-and-wishful-thinking.md","Tariffs, Protectionism, and Wishful Thinking","essays","2025-02-20","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/the-100-year-flood-is-not-what-you-think.md","The 100-Year Flood Is Not What You Think","essays","2026-02-11","True","True","True","False","True","108","6","114","batch_1","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","True","False","False","True","False","False","False","False"
"essays/the-cracked-pot.md","The Cracked Pot","essays","2025-01-18","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/the-crucifix-courage-training-to-speak-truth-in-a-false-world.md","The Crucifix: Courage Training to Speak Truth in a False World","essays","2026-01-14","True","False","False","False","True","23","12","35","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","False","True","False","True","True"
"essays/the-death-of-moores-law.md","The Death of Moore’s Law","essays","2025-01-17","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","True","False","False"
"essays/the-dolphin-company.md","The Dolphin Company","essays","2026-01-16","True","True","True","False","True","108","8","116","batch_1","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","False","True","False","True","True"
"essays/the-economics-of-the-mongol-empire.md","The Economics of the Mongol Empire","essays","2025-02-17","True","False","False","False","True","23","7","30","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","False","False"
"essays/the-future-of-ai-and-technical-jobs-why-review-work-is-your-best-bet-for-now.md","The Future of AI and Technical Jobs: Why Review Work Is Your Best Bet (For Now)","essays","2025-02-25","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/the-ledger-vol-1.md","The Ledger, Vol. 1","essays","2025-07-10","True","False","False","True","True","58","3","61","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","False","True","False","False","False"
"essays/the-ledger-vol-2.md","The Ledger, Vol. 2","essays","2025-08-12","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","True","False"
"essays/the-ledger-vol-3.md","The Ledger, Vol. 3","essays","2025-09-18","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/the-little-prince-10-powerful-quotes-that-will-change-how-you-see-life.md","The Little Prince: 10 Powerful Quotes That Will Change How You See Life","essays","2025-02-25","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/the-max-mistake-why-hbos-name-change-backfired.md","The Max Mistake: Why HBO’s Name Change Backfired","essays","2025-06-02","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/the-national-debt-is-screwing-you-heres-how.md","The National Debt Is Screwing You — Here’s How","essays","2025-03-16","True","False","False","False","True","23","10","33","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","True","True","False","False","False"
"essays/the-national-flood-insurance-program.md","The National Flood Insurance Program","essays","2024-12-15","True","False","False","False","True","18","11","29","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","True","True","False"
"essays/the-new-meta-economy.md","The New Meta Economy","essays","2025-05-01","True","False","False","False","True","23","9","32","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","True","False"
"essays/the-political-economy-of-airports.md","The Political Economy of Airports","essays","2025-01-27","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","False","True","True","True","False"
"essays/the-privacy-paradox-why-americans-feel-powerless-over-their-personal-data.md","The Privacy Paradox: Why Americans Feel Powerless Over Their Personal Data","essays","2025-02-23","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/the-rise-fall-and-reemergence-of-the-r-word-why-is-it-trending-again.md","The Rise, Fall, and Reemergence of the R-Word: Why Is It “Okay” to say Retard Again?","essays","2025-03-13","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/the-risk-management-buffet.md","The Risk Management Buffet","essays","2025-10-12","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/the-roi-of-caring.md","The ROI of Caring","essays","2025-04-20","True","False","False","False","True","23","10","33","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","True","False"
"essays/the-slow-way-is-the-fast-way.md","The Slow Way is the Fast Way","essays","2025-04-23","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","True","False"
"essays/the-structure-of-modern-american-society.md","Wealth and Governance in Modern American Society","essays","2024-12-09","True","False","False","False","True","18","6","24","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/the-three-body-problem-a-sci-fi-epic-that-redefines-civilizations-place-in-the-universe.md","The Three-Body Problem: A Sci-Fi Epic That Redefines Civilization’s Place in the Universe","essays","2025-03-01","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/the-three-enemies-of-positive-outcomes.md","The Three Enemies of Positive Outcomes","essays","2025-04-17","True","False","False","False","True","23","10","33","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","True","False"
"essays/the-undead-state.md","The Undead State","essays","2025-02-16","True","False","False","False","True","23","7","30","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","False","False","False","True","False","False","False"
"essays/the-waters-rising-what-the-data-really-says-about-extreme-weather.md","The Water’s Rising: What the Data Really Says About Extreme Weather","essays","2025-07-14","True","False","False","False","True","23","12","35","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","True","False","True","True","False","False","True"
"essays/the-world-the-un-was-built-for.md","The World the UN Was Built For","essays","2026-02-05","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/tiktok-the-trojan-horse-of-global-influence.md","TikTok: The Trojan Horse of Global Influence","essays","2025-01-23","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/trumps-energy-revolution-fossil-fuels-climate-rollbacks-and-the-future-of-u-s-policy.md","Trump’s Energy Revolution: Fossil Fuels, Climate Rollbacks, and the Future of U.S. Policy","essays","2025-03-01","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/u-s-russia-peace-talks.md","U.S.-Russia Peace Talks","essays","2025-02-19","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/u-s-shifts-ukraine-policy.md","U.S. Shifts Ukraine Policy","essays","2025-02-18","True","False","False","False","True","23","6","29","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","False"
"essays/uncertainty-is-not-a-technical-problem.md","Uncertainty Is Not a Technical Problem","essays","2026-01-21","True","False","False","False","True","23","8","31","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","True","True"
"essays/uncrustables-the-billion-dollar-peanut-butter-empire.md","Uncrustables: The Billion-Dollar Peanut Butter Empire","essays","2025-03-20","True","False","False","False","True","23","6","29","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","True","True","False","False","False"
"essays/vice-president-jd-vance-announces-ai-powered-border-security-plan-in-texas.md","Vice President JD Vance Announces AI-Powered Border Security Plan in Texas","essays","2025-03-06","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/what-happened-at-camp-mystic.md","What Happened at Camp Mystic?","essays","2025-07-14","True","False","False","True","True","58","0","58","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/what-i-learned-from-writing-100-essays-on-medium-in-2025.md","Writing 100 Essays on Medium","essays","2025-09-09","True","False","False","False","True","23","9","32","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","True","False","False","True","False","False","True"
"essays/what-is-risk-a-four-part-framework.md","What Is Risk? A Four-Part Framework","essays","2025-08-29","True","False","False","True","True","58","6","64","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","True","False","False","False","True","False","False","False"
"essays/who-is-pascal-siakam.md","Who Is Pascal Siakam?","essays","2025-05-28","True","False","False","False","True","23","11","34","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","True","False","True","False","False","True","False","False","False"
"essays/whos-drinking-all-the-modelo.md","Who’s Drinking All the Modelo?","essays","2025-05-13","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/whos-really-funding-terror.md","Who’s Really Funding Terror?","essays","2025-11-22","True","False","False","False","True","23","8","31","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","True","False","False"
"essays/whos-responsible-for-building-in-the-floodplain.md","Who’s Responsible for Building in the Floodplain?","essays","2025-07-24","True","False","False","False","True","23","12","35","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","True","False","True","True","True","False","False"
"essays/why-a-return-to-the-gold-standard-would-break-the-economy.md","Returning to the Gold Standard Will Break the Economy","essays","2025-03-23","True","True","False","False","True","63","6","69","batch_2","MANUAL_FIRST","READY_MANUAL_FIRST","True","False","False","False","False","True","True","False","False","False"
"essays/why-more-people-are-choosing-chilis-over-mcdonald-s-in-2025.md","Why More People Are Choosing Chili’s Over McDonald’s in 2025","essays","2025-05-21","True","False","False","False","True","23","0","23","clean",,"CLEAN","False","False","False","False","False","False","False","False","False","False"
"essays/why-oberfell-will-not-be-overturned.md","Why Obergefell will not be Overturned","essays","2025-01-14","True","False","False","False","True","23","3","26","batch_3","MANUAL_LIGHT","READY_MANUAL_LIGHT","True","False","False","False","False","False","True","False","False","False"
"essays/why-superintelligence-strategy-gets-ai-governance-wrong.md","Why Superintelligence Strategy Gets AI Governance Wrong","essays","2025-03-12","True","False","False","False","True","23","10","33","batch_3","MANUAL_FIRST","READY_MANUAL_FIRST","True","True","False","False","False","True","True","False","False","False"
