"RelativePath","Title","Status","Reason","OldHero","NewHero","LeadCandidate","LeadLineNumber","FirstHeadingLineNumber","Localized","CaptionMigrated","BodyImageRemoved","Changed","Error"
"content/essays/bidens-strategic-oil-reserve-gamble-smart-move-or-national-security-risk.md","Biden’s Strategic Oil Reserve Gamble: Smart Move or National Security Risk?","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/bidens-strategic-oil-reserve-gamble-smart-move-or-national-security-risk/8d0f199edacf1bf685a63f9d85f6691e0853351efd4c952ffcd76badee152004.jpeg","/images/medium/bidens-strategic-oil-reserve-gamble-smart-move-or-national-security-risk/8d0f199edacf1bf685a63f9d85f6691e0853351efd4c952ffcd76badee152004.jpeg","https://cdn-images-1.medium.com/max/800/1*BBBAxJBV51Xweq4thbAXCw@2x.jpeg","16",,"False","False","False","False",""
"content/essays/biter-the-slang-word-that-hits.md","Biter","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/biter-the-slang-word-that-hits/2ea529440f66f2021477a8c9a3b5b45cdb9e09a0048a61cc9a9e995dc082bb7e.svg","/images/medium/biter-the-slang-word-that-hits/2ea529440f66f2021477a8c9a3b5b45cdb9e09a0048a61cc9a9e995dc082bb7e.svg","/images/medium/biter-the-slang-word-that-hits/415df01dc3e7120cd320f548761ad2d89cc559ea012996eab6c259546844e0c8.svg","18",,"False","False","False","False",""
"content/essays/building-for-centuries-not-election-cycles.md","Building for Centuries Not Election Cycles","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/building-for-centuries-not-election-cycles/6dd004b4e2f7bf049ca17b3b694ff61968bab6e565c47cab696474a92471e04a.jpeg","/images/medium/building-for-centuries-not-election-cycles/6dd004b4e2f7bf049ca17b3b694ff61968bab6e565c47cab696474a92471e04a.jpeg","https://cdn-images-1.medium.com/max/800/1*akiRBXOLOHK5NouehAv2JA@2x.jpeg","37",,"False","False","False","False",""
"content/essays/camp-mystic-evacuation-timeline-guadalupe-river-flash-flood-july-4-2025.md","Camp Mystic Evacuation Timeline ~ Guadalupe River Flash Flood (July 4, 2025)","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/camp-mystic-evacuation-timeline-guadalupe-river-flash-flood-july-4-2025/0ec9afa4944908a9366a77d95721184f1d306becf44ceecac10de15fda3917be.svg","/images/medium/camp-mystic-evacuation-timeline-guadalupe-river-flash-flood-july-4-2025/0ec9afa4944908a9366a77d95721184f1d306becf44ceecac10de15fda3917be.svg","/images/medium/camp-mystic-evacuation-timeline-guadalupe-river-flash-flood-july-4-2025/f08e17f240c2bf6bc18e5ca4751d1e5e16f9ff59e79cf69c2a941f55d168432d.svg","32","18","False","False","False","False",""
"content/essays/charlie-kirk-how-a-campus-activist-learned-to-command-the-national-conversation.md","Charlie Kirk: How a Campus Activist Learned to Command the National Conversation","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/cpi-report-economic-analysis.md","CPI Report Economic Analysis","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/cuomo-vs-mamdani-nyc-2025.md","The 2025 New York City Democratic Mayoral Primary","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/cuomo-vs-mamdani-nyc-2025/791f85e62d84073354870f23d6a2372b73eef587b3bb21ff9bd13e2a21ad422a.jpeg","/images/medium/cuomo-vs-mamdani-nyc-2025/791f85e62d84073354870f23d6a2372b73eef587b3bb21ff9bd13e2a21ad422a.jpeg","https://cdn-images-1.medium.com/max/800/1*4Fgm-FdNIk8yoNPhbFK2wg.png","28","26","False","False","False","False",""
"content/essays/david-attenborough-how-one-quiet-voice-made-the-whole-world-listen.md","David Attenborough: How One Quiet Voice Made the Whole World Listen","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/david-attenborough-how-one-quiet-voice-made-the-whole-world-listen/e9cc168657d174fbcaa39903485390e4c012d6aee82477adf48f67f3d94d5a10.jpeg","/images/medium/david-attenborough-how-one-quiet-voice-made-the-whole-world-listen/e9cc168657d174fbcaa39903485390e4c012d6aee82477adf48f67f3d94d5a10.jpeg","https://cdn-images-1.medium.com/max/800/1*SCQhyUQBx6fJf6K2GTwFfg@2x.jpeg","26","24","False","False","False","False",""
"content/essays/declaring-equality.md","Declaring Equality?","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/declaring-equality/36a21b68974f610407cb4fd9666bdeecd27ab9e1b48d614f50114a4aa8344c3d.jpeg","/images/medium/declaring-equality/36a21b68974f610407cb4fd9666bdeecd27ab9e1b48d614f50114a4aa8344c3d.jpeg","https://cdn-images-1.medium.com/max/800/1*OCK_rXXX8EVISAlZKTGAjw@2x.jpeg","1",,"False","False","False","False",""
"content/essays/deepseek-lean-ai-disrupts-americas-compute-heavy-tech-giants.md","DeepSeek: Lean AI Disrupts America’s Compute-Heavy Tech Giants","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/deepseek-lean-ai-disrupts-americas-compute-heavy-tech-giants/bd004c2ef628161dabf422814a612a5ec128b8ab922e1e9015faea0e3ae8ef49.jpeg","/images/medium/deepseek-lean-ai-disrupts-americas-compute-heavy-tech-giants/bd004c2ef628161dabf422814a612a5ec128b8ab922e1e9015faea0e3ae8ef49.jpeg","",,,"False","False","False","False",""
"content/essays/deference-lost.md","Deference Lost","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/deference-lost/bbbe329f954f57ca95f2047e2220acfaf756fdf4499e35bf9a4e736166663dc0.jpeg","/images/medium/deference-lost/bbbe329f954f57ca95f2047e2220acfaf756fdf4499e35bf9a4e736166663dc0.jpeg","",,,"False","False","False","False",""
"content/essays/dick-cheney-how-a-master-of-government-turned-the-vice-presidency-into-a-power-center.md","Dick Cheney: How a Master of Government Turned the Vice Presidency into a Power Center","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/dirt-is-better-than-air.md","Dirt Is Better Than Air","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/dirt-is-better-than-air/4fabc777aec2477ce67e4c5981f3ebc1edf395cac2b0cb3110a8d6ff99f19623.jpeg","/images/medium/dirt-is-better-than-air/4fabc777aec2477ce67e4c5981f3ebc1edf395cac2b0cb3110a8d6ff99f19623.jpeg","",,,"False","False","False","False",""
"content/essays/elon-musk-doge-and-the-five-bullet-email-how-gwes-became-a-federal-workforce-loyalty-test.md","Elon Musk, DOGE, and the Five-Bullet Email: How GWES Became a Federal Workforce Loyalty Test","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/elon-musk-doge-and-the-five-bullet-email-how-gwes-became-a-federal-workforce-loyalty-test/2d433a21e7918178f206a92811e962715a2dbeadd26881223a179ff09b346b67.jpeg","/images/medium/elon-musk-doge-and-the-five-bullet-email-how-gwes-became-a-federal-workforce-loyalty-test/2d433a21e7918178f206a92811e962715a2dbeadd26881223a179ff09b346b67.jpeg","https://cdn-images-1.medium.com/max/800/1*3vFKkXa3AW4Evrah-5s2PQ@2x.jpeg","24",,"False","False","False","False",""
"content/essays/etfs-and-market-concentration.md","ETFs and Market Concentration","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/explaining-mutually-exclusive-and-collectively-exhaustive-where-did-my-paycheck-go.md","Explaining Mutually Exclusive and Collectively Exhaustive ~ Where Did My Paycheck Go?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","","","/images/medium/explaining-mutually-exclusive-and-collectively-exhaustive-where-did-my-paycheck-go/61a52f886b9d1e4bdb9b1d293ab6bbd3419ed45b322e637926a8ce7894b1325e.png","4","2","False","False","False","False",""
"content/essays/federalism-in-modern-american-society.md","Federalism in Modern American Society","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,"2","False","False","False","False",""
"content/essays/flash-flood-alley-why-flash-floods-kill.md","Flash Flood Alley: Why Flash Floods Kill","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/flash-flood-alley-why-flash-floods-kill/bc148062f555057b86125c97330c9157489ac6f13f06b0b6b48845e80c9c9701.png","/images/medium/flash-flood-alley-why-flash-floods-kill/bc148062f555057b86125c97330c9157489ac6f13f06b0b6b48845e80c9c9701.png","https://cdn-images-1.medium.com/max/800/1*DPSJDDpBLdt-8uOshMSqRw.png","45","2","False","False","False","False",""
"content/essays/gene-hackman-how-a-reluctant-star-became-the-actor-everyone-believed.md","Gene Hackman: How a Reluctant Star Became the Actor Everyone Believed","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/generation-inflation.md","Generation Inflation","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/generation-inflation/04bd9395c74d1ab1388648acde9ead9cf1bd9a7b1573c15a8d943dacf6fe2784.jpeg","/images/medium/generation-inflation/04bd9395c74d1ab1388648acde9ead9cf1bd9a7b1573c15a8d943dacf6fe2784.jpeg","https://cdn-images-1.medium.com/max/800/1*fVNm7vaziGzdCdQjHAOMig@2x.jpeg","28",,"False","False","False","False",""
"content/essays/george-foreman-how-a-heavyweight-champion-turned-reinvention-into-his-greatest-skill.md","George Foreman: How a Heavyweight Champion Turned Reinvention into His Greatest Skill","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/hindsight-2026-d4vd-alleged-romantic-homicide.md","Hindsight 2026: d4vd's alleged ""Romantic Homicide""","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/essays/hindsight-2026-d4vd-alleged-romantic-homicide/hero.png","/images/essays/hindsight-2026-d4vd-alleged-romantic-homicide/hero.png","/images/essays/hindsight-2026-d4vd-alleged-romantic-homicide/section-1.png","34","24","False","False","False","False",""
"content/essays/household-and-individual-wealth-in-america.md","Household and Individual Income in America","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/how-american-farm-labor-is-set-to-evolve.md","How American Farm Labor is Set to Evolve…","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/how-american-farm-labor-is-set-to-evolve/dff114a907fa929b6f43c06c5643b2f9f242465875c39b6eaef5edffbcf6be33.jpeg","/images/medium/how-american-farm-labor-is-set-to-evolve/dff114a907fa929b6f43c06c5643b2f9f242465875c39b6eaef5edffbcf6be33.jpeg","https://cdn-images-1.medium.com/max/800/1*ggitK7GpOT_hLEoDvuayPA@2x.jpeg","14",,"False","False","False","False",""
"content/essays/how-did-mother-become-a-controversial-word-in-america.md","How did “Mother” Become a Controversial Word in America?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/how-did-mother-become-a-controversial-word-in-america/c0712a9e67b7cf81b94f7909a750b129a9690f4b24f7022a544f14f43d3605c3.jpeg","/images/medium/how-did-mother-become-a-controversial-word-in-america/c0712a9e67b7cf81b94f7909a750b129a9690f4b24f7022a544f14f43d3605c3.jpeg","https://cdn-images-1.medium.com/max/800/1*j_p9PbZZDUlhS3gkvfHecw@2x.jpeg","48","22","False","False","False","False",""
"content/essays/how-senate-republicans-handle-trumps-ukraine-rhetoric-without-losing-maga-support.md","How Senate Republicans Handle Trump’s Ukraine Rhetoric Without Losing MAGA Support","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/how-senate-republicans-handle-trumps-ukraine-rhetoric-without-losing-maga-support/ce382abf9ec021d17148a74955d2b713c913ccc400d3c6f8cf5f2d90ace5ef7d.jpeg","/images/medium/how-senate-republicans-handle-trumps-ukraine-rhetoric-without-losing-maga-support/ce382abf9ec021d17148a74955d2b713c913ccc400d3c6f8cf5f2d90ace5ef7d.jpeg","https://cdn-images-1.medium.com/max/800/1*Pqp3BB7ttMpuRrXXl88lNQ@2x.jpeg","18",,"False","False","False","False",""
"content/essays/how-tucson-az-plans-for-water-scarcity.md","How Tucson, AZ Plans for Water Scarcity","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/how-tucson-az-plans-for-water-scarcity/aa98845fc72a30c1e966cff65d81fdafa57cb016625a49c707aa3c432ac2e3f5.png","/images/medium/how-tucson-az-plans-for-water-scarcity/aa98845fc72a30c1e966cff65d81fdafa57cb016625a49c707aa3c432ac2e3f5.png","https://cdn-images-1.medium.com/max/800/0*2gMErxTrfr6Gc-Xl","12","2","False","False","False","False",""
"content/essays/in-the-image-of-god.md","In The Image of God","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/in-the-image-of-god/fa2482c598cd754263ea2463145d8e69da0af924b806be195d62df5c53684d0f.jpg","/images/medium/in-the-image-of-god/fa2482c598cd754263ea2463145d8e69da0af924b806be195d62df5c53684d0f.jpg","https://cdn-images-1.medium.com/max/800/1*ySreNhiP4IH4YH1A29GvVQ@2x.jpeg","27","2","False","False","False","False",""
"content/essays/inflation-myths-why-private-banks-not-just-government-spending-drive-prices-up.md","Inflation Myths: Why Private Banks, Not Just Government Spending, Drive Prices Up","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/inflation-myths-why-private-banks-not-just-government-spending-drive-prices-up/982e8af5463df6dd09ee9b9aeb11f3c8764461085e2bf676f51d03a5fc9fe1fb.jpeg","/images/medium/inflation-myths-why-private-banks-not-just-government-spending-drive-prices-up/982e8af5463df6dd09ee9b9aeb11f3c8764461085e2bf676f51d03a5fc9fe1fb.jpeg","https://cdn-images-1.medium.com/max/800/1*qbJSlEkF3WDmOTHn3z3aoA@2x.jpeg","34","32","False","False","False","False",""
"content/essays/iran-fires-missiles-at-u-s-base-in-qatar-what-just-happened.md","Iran Fires Missiles at U.S. Base in Qatar — What Just Happened?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/iran-fires-missiles-at-u-s-base-in-qatar-what-just-happened/6e8942634417a99dbe919c3d64e6d5b3b172ef46c77982b5fd6c63e11504e168.png","/images/medium/iran-fires-missiles-at-u-s-base-in-qatar-what-just-happened/6e8942634417a99dbe919c3d64e6d5b3b172ef46c77982b5fd6c63e11504e168.png","https://cdn-images-1.medium.com/max/800/1*9cIs0papoSvuFA19-6sBoQ.png","38","2","False","False","False","False",""
"content/essays/is-doge-legal.md","Is DOGE Legal?","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/is-doge-legal/10ffd90e9af53ac34383d3682567157a1cd9f31053fe0456e16e2f7ee243bb24.jpeg","/images/medium/is-doge-legal/10ffd90e9af53ac34383d3682567157a1cd9f31053fe0456e16e2f7ee243bb24.jpeg","https://cdn-images-1.medium.com/max/800/1*Pr6z6VoWkOjU7stuatVSBQ@2x.jpeg","17",,"False","False","False","False",""
"content/essays/is-trump-seriously-asking-for-ukraines-mineral-rights-or-is-this-just-a-distraction.md","Is Trump Seriously Asking for Ukraine’s Mineral Rights — Or Is This Just a Distraction?","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/is-trump-seriously-asking-for-ukraines-mineral-rights-or-is-this-just-a-distraction/ddf0698b8bfddfca59454408fb47a4e29df1578c33e821d6083ab9e6d85458f5.jpeg","/images/medium/is-trump-seriously-asking-for-ukraines-mineral-rights-or-is-this-just-a-distraction/ddf0698b8bfddfca59454408fb47a4e29df1578c33e821d6083ab9e6d85458f5.jpeg","https://cdn-images-1.medium.com/max/800/1*ZTl6bCIdX9qdwTHcwBLJ7w@2x.jpeg","18",,"False","False","False","False",""
"content/essays/its-hard-to-condemn-what-doge-is-doing.md","It’s Hard to Condemn what DOGE is Doing","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/its-hard-to-condemn-what-doge-is-doing/d0e770bbe36eaacb02b0485d21c33b388d5975eb34ddcb15f38b678658bb506e.jpeg","/images/medium/its-hard-to-condemn-what-doge-is-doing/d0e770bbe36eaacb02b0485d21c33b388d5975eb34ddcb15f38b678658bb506e.jpeg","https://cdn-images-1.medium.com/max/800/1*1jMol1K4xScoQWWVhAuLjg@2x.jpeg","20",,"False","False","False","False",""
"content/essays/its-tough-to-weigh-short-term-costs-against-what-people-perceive-as-low-probability-events.md","It’s tough to weigh short term costs against what people perceive as low probability events.","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/jack-stratton-and-the-vulfpeck-model.md","How Jack Stratton Hacked the Music Industry with Funk, Friends, and Irresistible Groove","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/jack-stratton-and-the-vulfpeck-model/52bb101b41234f692c761a11f33e202a31bb366b4c2c8e31b07a3ac2b8856187.jpeg","/images/medium/jack-stratton-and-the-vulfpeck-model/52bb101b41234f692c761a11f33e202a31bb366b4c2c8e31b07a3ac2b8856187.jpeg","https://cdn-images-1.medium.com/max/800/1*lnZzSPtgNq5i73LamdlqSg@2x.jpeg","35","33","False","False","False","False",""
"content/essays/june-27-2025-scotus-set-to-close-its-term-with-major-decisions.md","June 27, 2025 — SCOTUS Set to Close Its Term with Major Decisions","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/june-27-2025-scotus-set-to-close-its-term-with-major-decisions/3e3314784d7537761d81f4f12a5caf75700231bbb4a666f30ae7a77f33831c05.png","/images/medium/june-27-2025-scotus-set-to-close-its-term-with-major-decisions/3e3314784d7537761d81f4f12a5caf75700231bbb4a666f30ae7a77f33831c05.png","",,"8","False","False","False","False",""
"content/essays/labor-force-participation-trends-in-modern-american-society.md","Labor Force Participation Trends in Modern American Society","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/let-it-crash-the-opportunity-of-a-lifetime.md","Let It Crash: The Opportunity of a Lifetime","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/let-it-crash-the-opportunity-of-a-lifetime/87fb7d2db379f7a2f8248d860fc4efb83cd681423ba62f2fb45e6f9a98eba8cf.jpeg","/images/medium/let-it-crash-the-opportunity-of-a-lifetime/87fb7d2db379f7a2f8248d860fc4efb83cd681423ba62f2fb45e6f9a98eba8cf.jpeg","https://cdn-images-1.medium.com/max/800/1*Ch95fdxGr3wSgvtUbY_TRg@2x.jpeg","18",,"False","False","False","False",""
"content/essays/life-is-a-bull-market.md","Life Is a Bull Market","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/life-is-a-bull-market/df53bd86e1b4ab0886a4b5346bb4fb1d3213d35de23e09436064bf85cca64a77.jpeg","/images/medium/life-is-a-bull-market/df53bd86e1b4ab0886a4b5346bb4fb1d3213d35de23e09436064bf85cca64a77.jpeg","https://cdn-images-1.medium.com/max/800/1*mHxN-rEGGixumWP62rOm3g@2x.jpeg","87","20","False","False","False","False",""
"content/essays/literacy-in-the-united-states-and-the-world.md","Literacy in The United States and The World","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/literacy-in-the-united-states-and-the-world/c118624693eba9059f5bd1107003858a834ffbc23f177f34cf9ce14f2432982a.jpeg","/images/medium/literacy-in-the-united-states-and-the-world/c118624693eba9059f5bd1107003858a834ffbc23f177f34cf9ce14f2432982a.jpeg","https://cdn-images-1.medium.com/max/800/1*i0pkIvvSlsu2_M3NgVqkPQ@2x.jpeg","8","48","False","False","False","False",""
"content/essays/make-fighter-jets-great-again-introducing-the-f-47.md","Make Fighter Jets Great Again: Introducing the F-47","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/make-fighter-jets-great-again-introducing-the-f-47/963f254bdaaa5257edccd50b26cd1c5b9164e396f719d4b30c42d426ddf1ac4d.jpeg","/images/medium/make-fighter-jets-great-again-introducing-the-f-47/963f254bdaaa5257edccd50b26cd1c5b9164e396f719d4b30c42d426ddf1ac4d.jpeg","https://cdn-images-1.medium.com/max/800/1*cB6V2VkB1zb_vJR9yUf9RQ@2x.jpeg","6",,"False","False","False","False",""
"content/essays/mcdonalds-faces-week-long-boycott-june-24-2025.md","McDonald’s Faces Week‑Long Boycott","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/mcdonalds-faces-week-long-boycott-june-24-2025/749ee55ce9ab60c1fcd9c08c9a18005323d61e7da148e1fbcf4e8ef3daf13794.png","/images/medium/mcdonalds-faces-week-long-boycott-june-24-2025/749ee55ce9ab60c1fcd9c08c9a18005323d61e7da148e1fbcf4e8ef3daf13794.png","https://cdn-images-1.medium.com/max/800/1*IU115Da3az3hnov9rU9Lcg.png","24","22","False","False","False","True",""
"content/essays/metas-ai-ambitions-the-future-of-intelligence-or-an-alignment-crisis.md","Meta’s AI Ambitions: The Future of Intelligence or an Alignment Crisis?","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/metas-ai-ambitions-the-future-of-intelligence-or-an-alignment-crisis/7b4ca45a4df03206d711d7ec13bfaf7fbb948f3b7d170e5723df179e749f1b83.jpeg","/images/medium/metas-ai-ambitions-the-future-of-intelligence-or-an-alignment-crisis/7b4ca45a4df03206d711d7ec13bfaf7fbb948f3b7d170e5723df179e749f1b83.jpeg","",,,"False","False","False","False",""
